DJI_0248.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.000436845, 0.00819548, -0.00173931, -0.00885991, -0.00429536, -0.00420881
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.0024436, 0.000907692, -0.000722225, 0.00446423, 0.0123588, 0.034098
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00628674, 0.00466179, -0.000680681, 0.0227555, -0.000574783, -0.00844477
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00142418, 0.00221395, -0.000175409, -0.00152643, -0.00110557, -0.00165794
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000547236, -0.000499012, 3.86462e-05, 0.00102417, 0.000571784, 0.000918998
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000346673, 0.00030068, -4.3112e-05, -0.000862314, -0.000704753, -0.000711069
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00556646, 0.00449147, -0.000833322, 0.0182164, -0.00167266, -0.00938559
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00373511, 0.00035034, -0.000736391, 0.00428188, 0.01305, 0.0335872
-0.000436845, -0.0024436, 0.00628674, 0.00142418, -0.000547236, 0.000346673, 0.00556646, -0.00373511, 1, -0.0152428, -0.00231292, 0.0184285, -0.0193376, -0.075151
0.00819548, 0.000907692, 0.00466179, 0.00221395, -0.000499012, 0.00030068, 0.00449147, 0.00035034, -0.0152428, 1, 0.000511076, 0.0116357, 0.0163304, -0.420076
-0.00173931, -0.000722225, -0.000680681, -0.000175409, 3.86462e-05, -4.3112e-05, -0.000833322, -0.000736391, -0.00231292, 0.000511076, 1, -0.227281, 0.269887, 0.00572673
-0.00885991, 0.00446423, 0.0227555, -0.00152643, 0.00102417, -0.000862314, 0.0182164, 0.00428188, 0.0184285, 0.0116357, -0.227281, 1, -0.169317, -0.0215929
-0.00429536, 0.0123588, -0.000574783, -0.00110557, 0.000571784, -0.000704753, -0.00167266, 0.01305, -0.0193376, 0.0163304, 0.269887, -0.169317, 1, 0.00730724
-0.00420881, 0.034098, -0.00844477, -0.00165794, 0.000918998, -0.000711069, -0.00938559, 0.0335872, -0.075151, -0.420076, 0.00572673, -0.0215929, 0.00730724, 1
DJI_0258.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.000715508, 0.00760323, -0.00203604, -0.00939431, -0.00429308, -0.00283998
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00220371, 0.00122645, -0.000870331, 0.00465889, 0.0116748, 0.0332855
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00590792, 0.0049504, -0.000370557, 0.0226242, -0.000572392, -0.00804578
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.0012398, 0.00224688, -0.000226003, -0.00160979, -0.000814952, -0.00143313
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000507787, -0.000552936, 4.38676e-05, 0.00103737, 0.000425683, 0.000888199
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.00034272, 0.000365003, -3.53699e-05, -0.000846562, -0.000550982, -0.000707611
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00529595, 0.00448099, -0.000642417, 0.017723, -0.001915, -0.00908811
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00343818, 0.000531954, -0.000832099, 0.00458888, 0.0123379, 0.0325882
-0.000715508, -0.00220371, 0.00590792, 0.0012398, -0.000507787, 0.00034272, 0.00529595, -0.00343818, 1, -0.00815755, -0.00232068, 0.0162077, -0.0206515, -0.0412339
0.00760323, 0.00122645, 0.0049504, 0.00224688, -0.000552936, 0.000365003, 0.00448099, 0.000531954, -0.00815755, 1, 0.000538345, 0.0138626, 0.0147076, -0.452078
-0.00203604, -0.000870331, -0.000370557, -0.000226003, 4.38676e-05, -3.53699e-05, -0.000642417, -0.000832099, -0.00232068, 0.000538345, 1, -0.228919, 0.291968, 0.00582216
-0.00939431, 0.00465889, 0.0226242, -0.00160979, 0.00103737, -0.000846562, 0.017723, 0.00458888, 0.0162077, 0.0138626, -0.228919, 1, -0.146282, -0.0214246
-0.00429308, 0.0116748, -0.000572392, -0.000814952, 0.000425683, -0.000550982, -0.001915, 0.0123379, -0.0206515, 0.0147076, 0.291968, -0.146282, 1, 0.00679434
-0.00283998, 0.0332855, -0.00804578, -0.00143313, 0.000888199, -0.000707611, -0.00908811, 0.0325882, -0.0412339, -0.452078, 0.00582216, -0.0214246, 0.00679434, 1
DJI_0259.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.000937102, 0.00712971, -0.00230695, -0.00970457, -0.00423453, -0.00208236
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00219811, 0.00148972, -0.00104023, 0.00465027, 0.0112637, 0.0327678
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.005548, 0.00515725, -1.36924e-06, 0.0224557, -0.000439617, -0.00778522
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00113326, 0.00218391, -0.00027436, -0.00156575, -0.000896045, -0.0013237
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.00051147, -0.000551391, 3.85284e-05, 0.000914835, 0.000557181, 0.000877365
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000348464, 0.000376671, -6.26636e-06, -0.000667683, -0.00062586, -0.00068708
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00499396, 0.00447953, -0.00037386, 0.0173276, -0.00197376, -0.008875
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00329534, 0.00076157, -0.000987102, 0.0046635, 0.0118965, 0.0319094
-0.000937102, -0.00219811, 0.005548, 0.00113326, -0.00051147, 0.000348464, 0.00499396, -0.00329534, 1, 0.00046052, -0.00192556, 0.0119309, -0.0178687, -0.0065799
0.00712971, 0.00148972, 0.00515725, 0.00218391, -0.000551391, 0.000376671, 0.00447953, 0.00076157, 0.00046052, 1, 0.000417321, 0.0126299, 0.0111991, -0.477864
-0.00230695, -0.00104023, -1.36924e-06, -0.00027436, 3.85284e-05, -6.26636e-06, -0.00037386, -0.000987102, -0.00192556, 0.000417321, 1, -0.237813, 0.305555, 0.00666566
-0.00970457, 0.00465027, 0.0224557, -0.00156575, 0.000914835, -0.000667683, 0.0173276, 0.0046635, 0.0119309, 0.0126299, -0.237813, 1, -0.128029, -0.0239647
-0.00423453, 0.0112637, -0.000439617, -0.000896045, 0.000557181, -0.00062586, -0.00197376, 0.0118965, -0.0178687, 0.0111991, 0.305555, -0.128029, 1, 0.00672891
-0.00208236, 0.0327678, -0.00778522, -0.0013237, 0.000877365, -0.00068708, -0.008875, 0.0319094, -0.0065799, -0.477864, 0.00666566, -0.0239647, 0.00672891, 1
DJI_0260.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00118856, 0.00676522, -0.00273689, -0.00952578, -0.0043197, -0.00219405
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00231431, 0.00169543, -0.00129691, 0.00486429, 0.010821, 0.0323988
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00506305, 0.00541184, 0.000568855, 0.0221306, -4.3832e-05, -0.00765173
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000894675, 0.00192101, -0.000246208, -0.00133193, -0.000967003, -0.0013214
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.0003899, -0.000421935, -2.23077e-05, 0.000764432, 0.000560312, 0.000872008
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000265954, 0.000284535, 3.75362e-05, -0.000546642, -0.000620112, -0.00069038
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.0043778, 0.00462408, 9.5504e-05, 0.0168799, -0.00134427, -0.008739
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00313605, 0.00111616, -0.00127435, 0.00487831, 0.0114256, 0.0314966
-0.00118856, -0.00231431, 0.00506305, 0.000894675, -0.0003899, 0.000265954, 0.0043778, -0.00313605, 1, 0.0131468, -0.00187006, 0.0116619, -0.0178282, 0.0385768
0.00676522, 0.00169543, 0.00541184, 0.00192101, -0.000421935, 0.000284535, 0.00462408, 0.00111616, 0.0131468, 1, 0.000442854, 0.0127362, 0.0110064, -0.508059
-0.00273689, -0.00129691, 0.000568855, -0.000246208, -2.23077e-05, 3.75362e-05, 9.5504e-05, -0.00127435, -0.00187006, 0.000442854, 1, -0.273478, 0.309786, 0.00814777
-0.00952578, 0.00486429, 0.0221306, -0.00133193, 0.000764432, -0.000546642, 0.0168799, 0.00487831, 0.0116619, 0.0127362, -0.273478, 1, -0.124764, -0.0263179
-0.0043197, 0.010821, -4.3832e-05, -0.000967003, 0.000560312, -0.000620112, -0.00134427, 0.0114256, -0.0178282, 0.0110064, 0.309786, -0.124764, 1, 0.00692243
-0.00219405, 0.0323988, -0.00765173, -0.0013214, 0.000872008, -0.00069038, -0.008739, 0.0314966, 0.0385768, -0.508059, 0.00814777, -0.0263179, 0.00692243, 1
DJI_0261.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00145653, 0.00618114, -0.00330398, -0.00896349, -0.00462567, -0.0029681
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00278013, 0.00176912, -0.00169291, 0.00477656, 0.0105771, 0.0323921
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00459438, 0.00575056, 0.00124998, 0.0217126, 0.000242771, -0.00758764
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000407035, 0.00145339, -0.00026656, -0.00126622, -0.000895366, -0.00124337
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -9.77471e-05, -0.000165369, -3.51293e-05, 0.000833059, 0.000512418, 0.000734051
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 4.08623e-05, 7.86209e-05, 3.06603e-05, -0.000634936, -0.000620088, -0.000561511
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00381151, 0.0047336, 0.000644222, 0.0163839, -0.00110684, -0.00881181
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00327649, 0.00141658, -0.00170181, 0.00478917, 0.0112269, 0.0314871
-0.00145653, -0.00278013, 0.00459438, 0.000407035, -9.77471e-05, 4.08623e-05, 0.00381151, -0.00327649, 1, 0.030534, -0.00174371, 0.0112641, -0.0172503, 0.0934392
0.00618114, 0.00176912, 0.00575056, 0.00145339, -0.000165369, 7.86209e-05, 0.0047336, 0.00141658, 0.030534, 1, 0.000481365, 0.0123654, 0.0106201, -0.5418
-0.00330398, -0.00169291, 0.00124998, -0.00026656, -3.51293e-05, 3.06603e-05, 0.000644222, -0.00170181, -0.00174371, 0.000481365, 1, -0.322532, 0.312153, 0.0101778
-0.00896349, 0.00477656, 0.0217126, -0.00126622, 0.000833059, -0.000634936, 0.0163839, 0.00478917, 0.0112641, 0.0123654, -0.322532, 1, -0.124445, -0.0286769
-0.00462567, 0.0105771, 0.000242771, -0.000895366, 0.000512418, -0.000620088, -0.00110684, 0.0112269, -0.0172503, 0.0106201, 0.312153, -0.124445, 1, 0.00720734
-0.0029681, 0.0323921, -0.00758764, -0.00124337, 0.000734051, -0.000561511, -0.00881181, 0.0314871, 0.0934392, -0.5418, 0.0101778, -0.0286769, 0.00720734, 1
DJI_0262.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00186158, 0.0055201, -0.00372195, -0.00871851, -0.00471234, -0.00334055
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00284393, 0.00201486, -0.00214002, 0.00453504, 0.0101389, 0.0320531
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00406424, 0.00582186, 0.00184111, 0.0214291, 0.000548987, -0.00748216
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000120295, 0.00129256, -0.000373156, -0.00131509, -0.000661725, -0.00122971
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 1.64562e-05, -0.000209459, 3.20588e-05, 0.000941324, 0.000223435, 0.000698481
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -4.34954e-05, 0.000159633, -4.21275e-05, -0.000748197, -0.000303201, -0.000512525
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00324359, 0.00464011, 0.00113455, 0.0160293, -0.000837368, -0.00881851
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00310303, 0.00179895, -0.00218148, 0.00454278, 0.0107715, 0.0311407
-0.00186158, -0.00284393, 0.00406424, 0.000120295, 1.64562e-05, -4.34954e-05, 0.00324359, -0.00310303, 1, 0.0453361, -0.0016645, 0.0107342, -0.0171166, 0.13594
0.0055201, 0.00201486, 0.00582186, 0.00129256, -0.000209459, 0.000159633, 0.00464011, 0.00179895, 0.0453361, 1, 0.000534493, 0.0124425, 0.0101605, -0.566227
-0.00372195, -0.00214002, 0.00184111, -0.000373156, 3.20588e-05, -4.21275e-05, 0.00113455, -0.00218148, -0.0016645, 0.000534493, 1, -0.356572, 0.31935, 0.0120505
-0.00871851, 0.00453504, 0.0214291, -0.00131509, 0.000941324, -0.000748197, 0.0160293, 0.00454278, 0.0107342, 0.0124425, -0.356572, 1, -0.118609, -0.0312339
-0.00471234, 0.0101389, 0.000548987, -0.000661725, 0.000223435, -0.000303201, -0.000837368, 0.0107715, -0.0171166, 0.0101605, 0.31935, -0.118609, 1, 0.00734488
-0.00334055, 0.0320531, -0.00748216, -0.00122971, 0.000698481, -0.000512525, -0.00881851, 0.0311407, 0.13594, -0.566227, 0.0120505, -0.0312339, 0.00734488, 1
DJI_0263.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00229742, 0.00474511, -0.00411431, -0.0090111, -0.00479568, -0.0027395
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00276301, 0.00259581, -0.00251661, 0.00421063, 0.00945564, 0.0319454
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00350528, 0.00583735, 0.00234134, 0.0213744, 0.000885648, -0.00723267
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -2.01445e-05, 0.00105471, -0.000435632, -0.00118063, -0.000947634, -0.00121052
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 2.85517e-05, -0.000104225, 1.58909e-05, 0.000754498, 0.000407377, 0.000737254
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -7.84482e-05, 6.2537e-05, -1.21185e-06, -0.000535646, -0.000328035, -0.000506155
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00278918, 0.00444484, 0.00156019, 0.0158308, -0.000728854, -0.00872569
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.0028675, 0.0024053, -0.00254932, 0.00428525, 0.0100349, 0.0309922
-0.00229742, -0.00276301, 0.00350528, -2.01445e-05, 2.85517e-05, -7.84482e-05, 0.00278918, -0.0028675, 1, 0.0586132, -0.00165646, 0.00926875, -0.0178739, 0.171199
0.00474511, 0.00259581, 0.00583735, 0.00105471, -0.000104225, 6.2537e-05, 0.00444484, 0.0024053, 0.0586132, 1, 0.000613596, 0.0137425, 0.00917731, -0.587565
-0.00411431, -0.00251661, 0.00234134, -0.000435632, 1.58909e-05, -1.21185e-06, 0.00156019, -0.00254932, -0.00165646, 0.000613596, 1, -0.363519, 0.348319, 0.013029
-0.0090111, 0.00421063, 0.0213744, -0.00118063, 0.000754498, -0.000535646, 0.0158308, 0.00428525, 0.00926875, 0.0137425, -0.363519, 1, -0.0914886, -0.0329622
-0.00479568, 0.00945564, 0.000885648, -0.000947634, 0.000407377, -0.000328035, -0.000728854, 0.0100349, -0.0178739, 0.00917731, 0.348319, -0.0914886, 1, 0.0066293
-0.0027395, 0.0319454, -0.00723267, -0.00121052, 0.000737254, -0.000506155, -0.00872569, 0.0309922, 0.171199, -0.587565, 0.013029, -0.0329622, 0.0066293, 1
DJI_0264.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00264663, 0.00407688, -0.00450046, -0.00916373, -0.00472105, -0.00250542
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.0027767, 0.00305515, -0.00278344, 0.00402739, 0.00935694, 0.0315598
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00305916, 0.00563058, 0.00287786, 0.0213853, 0.000974545, -0.00707878
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00014979, 0.000889817, -0.000476994, -0.00112587, -0.000821508, -0.00129147
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 5.66245e-05, -9.00866e-05, 2.40374e-05, 0.000755196, 0.000280305, 0.000831573
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000108031, 5.8431e-05, -1.46248e-05, -0.000568348, -0.000154607, -0.000577706
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00235426, 0.00415569, 0.00202922, 0.015746, -0.000690943, -0.00861393
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00276012, 0.00294924, -0.00283319, 0.00411144, 0.00993424, 0.0305665
-0.00264663, -0.0027767, 0.00305916, -0.00014979, 5.66245e-05, -0.000108031, 0.00235426, -0.00276012, 1, 0.0708508, -0.00150331, 0.00823965, -0.0174186, 0.204736
0.00407688, 0.00305515, 0.00563058, 0.000889817, -9.00866e-05, 5.8431e-05, 0.00415569, 0.00294924, 0.0708508, 1, 0.00067302, 0.0136407, 0.00832815, -0.596741
-0.00450046, -0.00278344, 0.00287786, -0.000476994, 2.40374e-05, -1.46248e-05, 0.00202922, -0.00283319, -0.00150331, 0.00067302, 1, -0.379949, 0.356968, 0.0138601
-0.00916373, 0.00402739, 0.0213853, -0.00112587, 0.000755196, -0.000568348, 0.015746, 0.00411144, 0.00823965, 0.0136407, -0.379949, 1, -0.0792507, -0.0336585
-0.00472105, 0.00935694, 0.000974545, -0.000821508, 0.000280305, -0.000154607, -0.000690943, 0.00993424, -0.0174186, 0.00832815, 0.356968, -0.0792507, 1, 0.0062749
-0.00250542, 0.0315598, -0.00707878, -0.00129147, 0.000831573, -0.000577706, -0.00861393, 0.0305665, 0.204736, -0.596741, 0.0138601, -0.0336585, 0.0062749, 1
DJI_0265.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00267765, 0.00278108, -0.00486421, -0.00882314, -0.00451168, -0.00255204
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00301616, 0.00349165, -0.00287694, 0.00441714, 0.00925381, 0.0308791
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00270389, 0.00516388, 0.00349641, 0.0210284, 0.000424275, -0.006739
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000339627, 0.000576325, -0.000621975, -0.00142113, -0.000511355, -0.0011359
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00020593, -1.63756e-06, 0.00010252, 0.00112649, -2.63643e-05, 0.000691842
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000267213, -2.57399e-05, -8.35316e-05, -0.000957485, 0.000223545, -0.000410291
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00194704, 0.00355989, 0.00258389, 0.0153537, -0.001297, -0.00822441
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00293922, 0.00356568, -0.00296956, 0.00448644, 0.00987125, 0.0298415
-0.00267765, -0.00301616, 0.00270389, -0.000339627, 0.00020593, -0.000267213, 0.00194704, -0.00293922, 1, 0.0891458, -0.00113419, 0.00735521, -0.0157291, 0.262436
0.00278108, 0.00349165, 0.00516388, 0.000576325, -1.63756e-06, -2.57399e-05, 0.00355989, 0.00356568, 0.0891458, 1, 0.000713723, 0.0121909, 0.00732471, -0.587434
-0.00486421, -0.00287694, 0.00349641, -0.000621975, 0.00010252, -8.35316e-05, 0.00258389, -0.00296956, -0.00113419, 0.000713723, 1, -0.418055, 0.335873, 0.0158462
-0.00882314, 0.00441714, 0.0210284, -0.00142113, 0.00112649, -0.000957485, 0.0153537, 0.00448644, 0.00735521, 0.0121909, -0.418055, 1, -0.0779138, -0.0354941
-0.00451168, 0.00925381, 0.000424275, -0.000511355, -2.63643e-05, 0.000223545, -0.001297, 0.00987125, -0.0157291, 0.00732471, 0.335873, -0.0779138, 1, 0.00637501
-0.00255204, 0.0308791, -0.006739, -0.0011359, 0.000691842, -0.000410291, -0.00822441, 0.0298415, 0.262436, -0.587434, 0.0158462, -0.0354941, 0.00637501, 1
DJI_0266.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00269545, 0.00103152, -0.00524058, -0.00852415, -0.00415887, -0.00220967
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.0033201, 0.00419223, -0.00301202, 0.00461515, 0.00934407, 0.0300287
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00246867, 0.00447351, 0.00418297, 0.0208164, -0.000595501, -0.00639239
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00032325, 4.32111e-05, -0.000738391, -0.00133812, -0.000861518, -0.00112201
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000114029, 0.000223187, 0.000134148, 0.00103153, 0.000463689, 0.000800393
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000158608, -0.000223397, -0.000100769, -0.000827018, -0.000262047, -0.000529521
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00164742, 0.00263951, 0.00322753, 0.015092, -0.00234076, -0.00778393
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00321917, 0.00436761, -0.00315547, 0.00462688, 0.00996108, 0.0289488
-0.00269545, -0.0033201, 0.00246867, -0.00032325, 0.000114029, -0.000158608, 0.00164742, -0.00321917, 1, 0.106397, -0.000955466, 0.00745746, -0.0158579, 0.322468
0.00103152, 0.00419223, 0.00447351, 4.32111e-05, 0.000223187, -0.000223397, 0.00263951, 0.00436761, 0.106397, 1, 0.000895522, 0.0122243, 0.00725342, -0.571087
-0.00524058, -0.00301202, 0.00418297, -0.000738391, 0.000134148, -0.000100769, 0.00322753, -0.00315547, -0.000955466, 0.000895522, 1, -0.455797, 0.310943, 0.0192872
-0.00852415, 0.00461515, 0.0208164, -0.00133812, 0.00103153, -0.000827018, 0.015092, 0.00462688, 0.00745746, 0.0122243, -0.455797, 1, -0.0753929, -0.0402974
-0.00415887, 0.00934407, -0.000595501, -0.000861518, 0.000463689, -0.000262047, -0.00234076, 0.00996108, -0.0158579, 0.00725342, 0.310943, -0.0753929, 1, 0.00663692
-0.00220967, 0.0300287, -0.00639239, -0.00112201, 0.000800393, -0.000529521, -0.00778393, 0.0289488, 0.322468, -0.571087, 0.0192872, -0.0402974, 0.00663692, 1
DJI_0267.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
